#Master Train File - reduced_image_size
#Biplane, Eagle, Hang glider,

## Biplane - Virtual World
#windows platform, SL02310 Platform, SLO2319 Platform
C:/Users/daleas/Documents/AI_Learning_Images/, /mnt/data/AI_Learning_Images/, /mnt/data/Ashley_ML/AI_Learning_Images/

#image,image,top, right, bottom, left,label
eagle/eagleBeauty_256/eagleCamera02_beauty.0022.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0022.png,209,108,34,22,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0023.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0023.png,206,109,36,22,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0025.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0025.png,204,115,34,18,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0026.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0026.png,201,118,39,16,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0027.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0027.png,200,117,36,22,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0028.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0028.png,201,116,32,22,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0030.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0030.png,197,115,34,22,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0031.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0031.png,194,113,34,21,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0032.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0032.png,191,113,34,20,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0033.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0033.png,188,110,37,21,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0035.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0035.png,185,104,35,23,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0036.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0036.png,183,100,34,28,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0037.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0037.png,180,98,34,29,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0038.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0038.png,177,98,32,28,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0040.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0040.png,168,97,41,29,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0041.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0041.png,165,98,42,31,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0042.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0042.png,163,103,44,30,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0043.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0043.png,162,109,42,26,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0045.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0045.png,157,106,39,31,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0046.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0046.png,154,103,39,33,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0047.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0047.png,150,101,42,31,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0048.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0048.png,148,96,42,36,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0050.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0050.png,138,88,48,40,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0051.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0051.png,140,86,41,37,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0052.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0052.png,140,87,39,34,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0053.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0053.png,138,83,37,37,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0055.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0055.png,133,79,39,43,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0056.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0056.png,130,81,42,41,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0057.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0057.png,127,84,47,41,eagle
eagle/eagleBeauty_256/eagleCamera02_beauty.0058.png,eagle/eagleZdepth_256/eagleCamera02_zDepth.0058.png,126,89,48,42,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0000.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0000.png,78,52,46,25,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0001.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0001.png,75,51,50,25,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0002.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0002.png,78,47,48,29,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0003.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0003.png,81,50,42,24,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0005.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0005.png,83,45,40,28,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0006.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0006.png,86,44,37,30,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0007.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0007.png,81,44,44,33,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0008.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0008.png,82,52,41,23,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0010.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0010.png,79,61,41,18,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0011.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0011.png,81,61,39,24,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0012.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0012.png,83,61,35,26,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0013.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0013.png,83,59,33,27,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0015.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0015.png,84,63,34,21,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0016.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0016.png,83,60,37,20,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0017.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0017.png,85,59,38,20,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0018.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0018.png,83,57,43,21,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0020.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0020.png,86,54,42,25,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0021.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0021.png,85,52,44,28,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0022.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0022.png,85,54,44,26,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0023.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0023.png,84,56,47,25,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0025.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0025.png,78,66,57,20,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0026.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0026.png,79,72,55,20,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0027.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0027.png,79,73,54,25,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0028.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0028.png,83,73,49,29,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0030.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0030.png,85,76,48,26,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0031.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0031.png,84,78,52,23,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0032.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0032.png,83,78,56,19,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0033.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0033.png,84,78,58,19,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0035.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0035.png,81,72,69,28,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0036.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0036.png,83,69,67,34,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0037.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0037.png,83,68,69,36,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0038.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0038.png,82,70,74,37,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0040.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0040.png,72,83,96,30,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0041.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0041.png,69,98,106,18,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0042.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0042.png,71,99,106,26,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0043.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0043.png,71,103,108,42,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0045.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0045.png,85,112,89,46,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0046.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0046.png,89,115,93,45,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0047.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0047.png,88,120,95,40,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0048.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0048.png,84,123,106,35,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0050.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0050.png,74,117,131,36,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0051.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0051.png,73,110,131,52,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0052.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0052.png,75,98,131,67,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0053.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0053.png,76,95,133,75,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0055.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0055.png,64,103,168,77,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0056.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0056.png,55,124,195,60,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0057.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0057.png,50,146,206,50,eagle
eagle/eagleBeauty_256/eagleCamera03_beauty.0058.png,eagle/eagleZdepth_256/eagleCamera03_zDepth.0058.png,53,164,204,53,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0000.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0000.png,84,216,51,21,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0001.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0001.png,78,217,59,19,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0002.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0002.png,84,213,49,24,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0003.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0003.png,84,213,48,21,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0005.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0005.png,85,209,45,22,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0006.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0006.png,84,206,46,22,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0007.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0007.png,82,203,45,22,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0008.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0008.png,80,202,49,19,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0010.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0010.png,78,196,48,18,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0011.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0011.png,77,191,45,23,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0012.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0012.png,78,187,38,25,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0013.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0013.png,74,182,40,26,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0015.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0015.png,76,174,32,18,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0016.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0016.png,71,169,37,18,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0017.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0017.png,67,162,40,20,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0018.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0018.png,66,157,41,17,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0020.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0020.png,63,144,38,18,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0021.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0021.png,60,137,42,22,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0022.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0022.png,58,133,42,20,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0023.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0023.png,56,129,43,22,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0025.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0025.png,49,125,46,14,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0026.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0026.png,48,120,42,14,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0027.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0027.png,49,116,37,17,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0028.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0028.png,48,110,37,20,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0030.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0030.png,49,103,28,15,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0031.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0031.png,45,96,31,17,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0032.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0032.png,44,91,30,15,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0033.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0033.png,40,85,35,15,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0035.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0035.png,39,76,31,16,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0036.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0036.png,36,70,33,18,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0037.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0037.png,35,65,33,19,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0038.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0038.png,34,62,33,19,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0040.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0040.png,28,56,39,20,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0041.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0041.png,27,58,38,13,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0042.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0042.png,27,59,36,11,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0043.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0043.png,27,53,35,17,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0045.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0045.png,27,47,30,19,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0046.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0046.png,27,46,28,18,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0047.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0047.png,27,45,27,13,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0048.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0048.png,25,42,27,13,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0050.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0050.png,24,35,28,13,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0051.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0051.png,23,31,28,15,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0052.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0052.png,22,27,29,17,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0053.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0053.png,20,26,31,18,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0055.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0055.png,19,24,31,16,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0056.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0056.png,17,25,34,17,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0057.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0057.png,17,28,34,14,eagle
eagle/eagleBeauty_256/eagleCamera04_beauty.0058.png,eagle/eagleZdepth_256/eagleCamera04_zDepth.0058.png,17,29,34,14,eagle

## Glider - Virtual World
#image,image,top, right, bottom, left,label

glider/gliderBeauty_320/HangGliderCamera02_beauty.002.png,glider/gliderDepth_320/HangGliderCamera02_zDepth.002.png,128,68,29,17,glider
glider/gliderBeauty_320/HangGliderCamera02_beauty.003.png,glider/gliderDepth_320/HangGliderCamera02_zDepth.003.png,126,70,33,16,glider
glider/gliderBeauty_320/HangGliderCamera02_beauty.004.png,glider/gliderDepth_320/HangGliderCamera02_zDepth.004.png,128,70,30,15,glider
glider/gliderBeauty_320/HangGliderCamera02_beauty.006.png,glider/gliderDepth_320/HangGliderCamera02_zDepth.006.png,123,68,35,18,glider
glider/gliderBeauty_320/HangGliderCamera02_beauty.007.png,glider/gliderDepth_320/HangGliderCamera02_zDepth.007.png,126,70,32,16,glider
glider/gliderBeauty_320/HangGliderCamera02_beauty.008.png,glider/gliderDepth_320/HangGliderCamera02_zDepth.008.png,126,70,32,16,glider
glider/gliderBeauty_320/HangGliderCamera02_beauty.009.png,glider/gliderDepth_320/HangGliderCamera02_zDepth.009.png,126,68,31,18,glider
glider/gliderBeauty_320/HangGliderCamera03_beauty.001.png,glider/gliderDepth_320/HangGliderCamera03_zepth.001.png,117,117,59,36,glider
glider/gliderBeauty_320/HangGliderCamera03_beauty.002.png,glider/gliderDepth_320/HangGliderCamera03_zepth.002.png,113,117,63,37,glider
glider/gliderBeauty_320/HangGliderCamera03_beauty.003.png,glider/gliderDepth_320/HangGliderCamera03_zepth.003.png,118,117,55,38,glider
glider/gliderBeauty_320/HangGliderCamera03_beauty.004.png,glider/gliderDepth_320/HangGliderCamera03_zepth.004.png,117,118,59,35,glider
glider/gliderBeauty_320/HangGliderCamera03_beauty.006.png,glider/gliderDepth_320/HangGliderCamera03_zepth.006.png,116,117,60,36,glider
glider/gliderBeauty_320/HangGliderCamera03_beauty.007.png,glider/gliderDepth_320/HangGliderCamera03_zepth.007.png,117,115,59,38,glider
glider/gliderBeauty_320/HangGliderCamera03_beauty.008.png,glider/gliderDepth_320/HangGliderCamera03_zepth.008.png,120,115,53,39,glider
glider/gliderBeauty_320/HangGliderCamera03_beauty.009.png,glider/gliderDepth_320/HangGliderCamera03_zepth.009.png,118,118,58,37,glider
glider/gliderBeauty_320/HangGliderCamera04_beauty.001.png,glider/gliderDepth_320/HangGliderCamera04_zepth.001.png,217,7,42,75,glider
glider/gliderBeauty_320/HangGliderCamera04_beauty.002.png,glider/gliderDepth_320/HangGliderCamera04_zepth.002.png,218,7,43,75,glider
glider/gliderBeauty_320/HangGliderCamera04_beauty.003.png,glider/gliderDepth_320/HangGliderCamera04_zepth.003.png,220,11,40,69,glider
glider/gliderBeauty_320/HangGliderCamera04_beauty.004.png,glider/gliderDepth_320/HangGliderCamera04_zepth.004.png,217,10,46,69,glider
glider/gliderBeauty_320/HangGliderCamera04_beauty.006.png,glider/gliderDepth_320/HangGliderCamera04_zepth.006.png,219,11,40,68,glider
glider/gliderBeauty_320/HangGliderCamera04_beauty.007.png,glider/gliderDepth_320/HangGliderCamera04_zepth.007.png,215,11,47,71,glider
glider/gliderBeauty_320/HangGliderCamera04_beauty.008.png,glider/gliderDepth_320/HangGliderCamera04_zepth.008.png,215,9,50,74,glider
glider/gliderBeauty_320/HangGliderCamera04_beauty.009.png,glider/gliderDepth_320/HangGliderCamera04_zepth.009.png,217,10,44,72,glider
glider/gliderBeauty_320/HangGliderCamera05_beauty.001.png,glider/gliderDepth_320/HangGliderCamera05_zDepth.001.png,36,172,236,90,glider
glider/gliderBeauty_320/HangGliderCamera05_beauty.002.png,glider/gliderDepth_320/HangGliderCamera05_zDepth.002.png,36,172,236,90,glider
glider/gliderBeauty_320/HangGliderCamera05_beauty.003.png,glider/gliderDepth_320/HangGliderCamera05_zDepth.003.png,36,172,236,90,glider
glider/gliderBeauty_320/HangGliderCamera05_beauty.004.png,glider/gliderDepth_320/HangGliderCamera05_zDepth.004.png,36,172,236,90,glider
glider/gliderBeauty_320/HangGliderCamera05_beauty.006.png,glider/gliderDepth_320/HangGliderCamera05_zDepth.006.png,37,166,236,90,glider
glider/gliderBeauty_320/HangGliderCamera05_beauty.007.png,glider/gliderDepth_320/HangGliderCamera05_zDepth.007.png,37,166,236,90,glider
glider/gliderBeauty_320/HangGliderCamera05_beauty.008.png,glider/gliderDepth_320/HangGliderCamera05_zDepth.008.png,37,166,236,90,glider
glider/gliderBeauty_320/HangGliderCamera05_beauty.009.png,glider/gliderDepth_320/HangGliderCamera05_zDepth.009.png,37,166,236,90,glider
glider/gliderBeauty_320/HangGliderCamera06_beauty.001.png,glider/gliderDepth_320/HangGliderCamera06_zDepth.001.png,197,148,121,40,glider
glider/gliderBeauty_320/HangGliderCamera06_beauty.002.png,glider/gliderDepth_320/HangGliderCamera06_zDepth.002.png,197,148,121,40,glider
glider/gliderBeauty_320/HangGliderCamera06_beauty.003.png,glider/gliderDepth_320/HangGliderCamera06_zDepth.003.png,179,151,121,40,glider
glider/gliderBeauty_320/HangGliderCamera06_beauty.004.png,glider/gliderDepth_320/HangGliderCamera06_zDepth.004.png,160,150,121,40,glider
glider/gliderBeauty_320/HangGliderCamera06_beauty.006.png,glider/gliderDepth_320/HangGliderCamera06_zDepth.006.png,108,151,121,48,glider
glider/gliderBeauty_320/HangGliderCamera06_beauty.007.png,glider/gliderDepth_320/HangGliderCamera06_zDepth.007.png,74,150,129,49,glider
glider/gliderBeauty_320/HangGliderCamera06_beauty.008.png,glider/gliderDepth_320/HangGliderCamera06_zDepth.008.png,43,154,132,47,glider
glider/gliderBeauty_320/HangGliderCamera06_beauty.009.png,glider/gliderDepth_320/HangGliderCamera06_zDepth.009.png,24,153,129,51,glider
glider/gliderBeauty_320/HangGliderCamera07_beauty.001.png,glider/gliderDepth_320/HangGliderCamera07_zDepth.001.png,151,206,135,54,glider
glider/gliderBeauty_320/HangGliderCamera07_beauty.002.png,glider/gliderDepth_320/HangGliderCamera07_zDepth.002.png,150,198,137,58,glider
glider/gliderBeauty_320/HangGliderCamera07_beauty.003.png,glider/gliderDepth_320/HangGliderCamera07_zDepth.003.png,146,195,141,56,glider
glider/gliderBeauty_320/HangGliderCamera07_beauty.004.png,glider/gliderDepth_320/HangGliderCamera07_zDepth.004.png,136,183,150,63,glider
glider/gliderBeauty_320/HangGliderCamera07_beauty.006.png,glider/gliderDepth_320/HangGliderCamera07_zDepth.006.png,115,159,170,69,glider
glider/gliderBeauty_320/HangGliderCamera07_beauty.007.png,glider/gliderDepth_320/HangGliderCamera07_zDepth.007.png,101,137,181,76,glider
glider/gliderBeauty_320/HangGliderCamera07_beauty.008.png,glider/gliderDepth_320/HangGliderCamera07_zDepth.008.png,88,121,195,79,glider
glider/gliderBeauty_320/HangGliderCamera07_beauty.009.png,glider/gliderDepth_320/HangGliderCamera07_zDepth.009.png,72,101,208,94,glider
glider/gliderBeauty_320/HangGliderCamera08_beauty.001.png,glider/gliderDepth_320/HangGliderCamera08_zDepth.001.png,1,162,120,115,glider
glider/gliderBeauty_320/HangGliderCamera08_beauty.002.png,glider/gliderDepth_320/HangGliderCamera08_zDepth.002.png,13,121,303,67,glider
glider/gliderBeauty_320/HangGliderCamera08_beauty.003.png,glider/gliderDepth_320/HangGliderCamera08_zDepth.003.png,24,127,277,58,glider
glider/gliderBeauty_320/HangGliderCamera08_beauty.004.png,glider/gliderDepth_320/HangGliderCamera08_zDepth.004.png,42,126,241,59,glider
glider/gliderBeauty_320/HangGliderCamera08_beauty.006.png,glider/gliderDepth_320/HangGliderCamera08_zDepth.006.png,69,135,187,41,glider
glider/gliderBeauty_320/HangGliderCamera08_beauty.007.png,glider/gliderDepth_320/HangGliderCamera08_zDepth.007.png,77,137,169,41,glider
glider/gliderBeauty_320/HangGliderCamera08_beauty.008.png,glider/gliderDepth_320/HangGliderCamera08_zDepth.008.png,78,139,166,39,glider
glider/gliderBeauty_320/HangGliderCamera08_beauty.009.png,glider/gliderDepth_320/HangGliderCamera08_zDepth.009.png,87,139,149,36,glider
glider/gliderBeauty_320/HangGliderCamera09_beauty.001.png,glider/gliderDepth_320/HangGliderCamera09_zDepth.001.png,33,24,55,33,glider
glider/gliderBeauty_320/HangGliderCamera09_beauty.002.png,glider/gliderDepth_320/HangGliderCamera09_zDepth.002.png,36,25,69,34,glider
glider/gliderBeauty_320/HangGliderCamera09_beauty.003.png,glider/gliderDepth_320/HangGliderCamera09_zDepth.003.png,71,28,60,33,glider
glider/gliderBeauty_320/HangGliderCamera09_beauty.004.png,glider/gliderDepth_320/HangGliderCamera09_zDepth.004.png,113,32,52,30,glider
glider/gliderBeauty_320/HangGliderCamera09_beauty.006.png,glider/gliderDepth_320/HangGliderCamera09_zDepth.006.png,188,38,50,26,glider
